1000000
sep
3, 0.170413
4, 0.131697
5, 0.108080
6, 0.090409
7, 0.080762
8, 0.082348
9, 0.061464
10, 0.055113
11, 0.060864
12, 0.046962
sep
1, 0.468790
2, 0.239809
3, 0.172568
4, 0.137852
5, 0.112335
6, 0.099502
7, 0.080577
8, 0.068475
9, 0.066882
10, 0.065606
11, 0.061943
12, 0.051936
sep
1, 0.469615
2, 0.238233
3, 0.170960
4, 0.131753
5, 0.110012
6, 0.090593
7, 0.076498
8, 0.067480
9, 0.062120
10, 0.057252
11, 0.062911
12, 0.052945
sep
1, 0.473598
2, 0.238162
3, 0.171815
4, 0.131446
5, 0.115276
6, 0.090885
7, 0.081790
8, 0.070187
9, 0.070369
10, 0.067762
11, 0.053008
12, 0.059974
sep
1, 0.469193
2, 0.244425
3, 0.185695
4, 0.132463
5, 0.109522
6, 0.090454
7, 0.082383
8, 0.068266
9, 0.066518
10, 0.055932
11, 0.052119
12, 0.057004
sep
1, 0.469280
2, 0.238623
3, 0.171668
4, 0.135027
5, 0.111483
6, 0.091257
7, 0.080266
8, 0.068907
9, 0.060483
10, 0.057616
11, 0.054616
12, 0.058748
sep
1, 0.468826
2, 0.238365
3, 0.172093
4, 0.131783
5, 0.106823
6, 0.089481
7, 0.082198
8, 0.068441
9, 0.063078
10, 0.059999
11, 0.057753
12, 0.057680
sep
1, 0.468079
2, 0.237680
3, 0.191427
4, 0.139238
5, 0.115603
6, 0.089699
7, 0.077184
8, 0.069400
9, 0.071534
10, 0.059940
11, 0.053218
12, 0.079917
1000000000
sep
1, 46.912141
2, 23.987155
3, 16.882678
4, 13.022810
5, 10.650511
6, 8.879802
7, 7.616789
8, 6.664443
9, 5.921639
10, 5.327756
11, 5.027920
12, 4.487068
sep
1, 46.917414
2, 26.021748
3, 16.957282
4, 13.070031
5, 10.667231
6, 8.883302
7, 7.615720
8, 6.666347
9, 5.920729
10, 5.334982
11, 4.856086
12, 4.442105
sep
1, 46.882643
2, 23.882815
3, 16.878815
4, 13.048530
5, 10.663818
6, 8.877770
7, 7.610921
8, 6.661006
9, 5.923696
10, 5.338270
11, 4.846729
12, 4.618801
sep
1, 46.924225
2, 23.940923
3, 16.877588
4, 13.544461
5, 11.064452
6, 9.595220
7, 8.016490
8, 6.665229
9, 5.931883
10, 5.445117
11, 4.852723
12, 4.487637
sep
1, 46.922031
2, 23.846089
3, 16.873354
4, 13.027012
5, 10.654932
6, 8.888064
7, 8.494838
8, 6.663538
9, 6.238257
10, 5.327470
11, 5.037207
12, 4.447226
sep
1, 46.931721
2, 23.908204
3, 18.272749
4, 13.037201
5, 10.653313
6, 9.211171
7, 7.894289
8, 6.659421
9, 5.935994
10, 5.945584
11, 5.029163
12, 4.461333
sep
1, 46.870331
2, 23.919953
3, 16.821469
4, 13.023719
5, 10.657971
6, 8.889893
7, 7.616418
8, 6.661098
9, 5.930228
10, 5.338273
11, 4.859160
12, 4.621388
sep
1, 46.982214
2, 23.947447
3, 16.889821
4, 13.052154
5, 10.661002
6, 8.899943
7, 7.612551
8, 6.663110
9, 6.621268
10, 5.342400
11, 4.849159
12, 4.838269
sep
1, 46.907355
2, 23.974632
3, 16.813691
4, 13.494173
5, 11.886407
6, 8.879820
7, 7.770178
8, 6.665338
9, 5.918380
10, 5.333024
11, 5.106903
12, 4.455274
sep
1, 46.911636
2, 23.955035
3, 16.866857
4, 13.497725
5, 10.655607
6, 8.879257
7, 7.610301
8, 6.668003
9, 5.938800
10, 5.797748
11, 4.862860
12, 4.804352
sep
1, 46.885468
2, 23.505158
3, 16.710788
4, 12.920851
5, 10.664137
6, 8.888550
7, 7.623423
8, 6.675160
9, 6.613387
10, 5.338556
11, 5.253720
12, 4.464769
sep
1, 46.880406
2, 23.522017
3, 16.713863
4, 12.960603
5, 10.669670
6, 8.893765
7, 7.620323
8, 6.682931
9, 5.932206
10, 5.346711
11, 4.874812
12, 4.961235
sep
1, 46.890078
2, 23.503925
3, 16.645214
4, 12.896120
5, 10.657745
6, 8.890649
7, 7.623238
8, 6.673736
9, 5.930100
10, 5.542618
11, 5.111896
12, 4.622283
sep
1, 46.836768
2, 23.458799
3, 17.043754
4, 13.140620
5, 10.672124
6, 8.897073
7, 7.623393
8, 7.245989
9, 6.150898
10, 5.378248
11, 4.859221
12, 4.456291
sep
1, 47.627163
2, 24.505315
3, 17.101105
4, 13.171876
5, 10.664662
6, 8.880612
7, 7.623001
8, 6.673281
9, 5.929598
10, 5.350898
11, 4.851069
12, 4.455148
