                          length,                      num_threads,              desired bucket size,          final bucket size coeff,            total length schedule,           buckets count schedule,                allocation preset,                algorithm version,                      bucket type,                      time (mean),                       time (std)
                        33554432,                                4,                           131072,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          1029.95,                          15.7077
                        33554432,                                4,                           131072,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                           1523.6,                          22.6608
                        33554432,                                4,                           131072,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          1062.06,                          39.2306
                        33554432,                                4,                           131072,                                3,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          1046.74,                          16.2752
                        33554432,                                4,                           131072,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,            fixed size (lockfree),                           1262.8,                          14.0709
                        33554432,                                4,                           131072,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          1553.79,                          28.2182
                        33554432,                                4,                           131072,                                3,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          1080.92,                          37.5033
                        33554432,                                4,                           131072,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          1047.31,                          18.8515
                        33554432,                                4,                           131072,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,            fixed size (lockfree),                          1124.94,                          40.4243
                        33554432,                                4,                           131072,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          1541.51,                          29.3126
                        33554432,                                4,                           131072,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          1096.12,                          30.5675
                        33554432,                                4,                           131072,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          1043.84,                          26.3006
                        33554432,                                4,                           131072,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,            fixed size (lockfree),                          1141.36,                          38.4563
                        33554432,                                4,                           131072,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          1549.57,                          19.5643
                        33554432,                                4,                           131072,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          1097.48,                          52.2523
                        33554432,                                8,                               32,                                2,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          1408.22,                          37.3853
                        33554432,                                8,                               32,                                2,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                           1814.8,                          30.1505
                        33554432,                                8,                               32,                                2,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          2472.02,                          79.6191
                        33554432,                                8,                               32,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          1552.78,                          354.502
                        33554432,                                8,                               32,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          1725.87,                          36.5038
                        33554432,                                8,                               32,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                           2430.3,                          50.3227
                        33554432,                                8,                               32,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          1402.08,                          39.0337
                        33554432,                                8,                               32,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          1713.77,                          25.8969
                        33554432,                                8,                               32,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          2511.13,                          186.674
                        33554432,                                8,                               32,                                3,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          1450.49,                          55.3486
                        33554432,                                8,                               32,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,            fixed size (lockfree),                          1345.34,                          19.6962
                        33554432,                                8,                               32,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          1769.49,                          23.4913
                        33554432,                                8,                               32,                                3,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          2526.79,                          112.375
                        33554432,                                8,                               32,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          1400.84,                          12.8645
                        33554432,                                8,                               32,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,            fixed size (lockfree),                          1069.63,                          67.6923
                        33554432,                                8,                               32,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          1740.11,                          45.1548
                        33554432,                                8,                               32,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          2470.95,                          66.7641
                        33554432,                                8,                               32,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          1395.64,                          28.5226
                        33554432,                                8,                               32,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,            fixed size (lockfree),                          1072.82,                          60.5723
                        33554432,                                8,                               32,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          1734.05,                          52.3959
                        33554432,                                8,                               32,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          2444.52,                          59.8112
                        33554432,                                8,                              512,                                2,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                           707.03,                          10.9828
                        33554432,                                8,                              512,                                2,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          910.448,                          21.3439
                        33554432,                                8,                              512,                                2,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          1054.18,                          7.88008
                        33554432,                                8,                              512,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          697.736,                          18.8167
                        33554432,                                8,                              512,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          862.539,                           17.154
                        33554432,                                8,                              512,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          1069.13,                          29.9894
                        33554432,                                8,                              512,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          687.642,                          7.97913
                        33554432,                                8,                              512,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          865.283,                          25.1857
                        33554432,                                8,                              512,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          1047.82,                          7.67948
                        33554432,                                8,                              512,                                3,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                           743.53,                          32.4559
                        33554432,                                8,                              512,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,            fixed size (lockfree),                          914.081,                          10.4604
                        33554432,                                8,                              512,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                           878.72,                          26.5726
                        33554432,                                8,                              512,                                3,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          1070.21,                          50.3067
                        33554432,                                8,                              512,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                           716.71,                          26.4877
                        33554432,                                8,                              512,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,            fixed size (lockfree),                          732.537,                           161.12
                        33554432,                                8,                              512,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          847.045,                          22.1609
                        33554432,                                8,                              512,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          1033.39,                          19.3112
                        33554432,                                8,                              512,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          675.434,                          5.14093
                        33554432,                                8,                              512,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,            fixed size (lockfree),                          724.211,                          153.107
                        33554432,                                8,                              512,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          844.244,                          15.6606
                        33554432,                                8,                              512,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          1036.15,                          22.0455
                        33554432,                                8,                             8192,                                2,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          1892.92,                          83.9671
                        33554432,                                8,                             8192,                                2,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                           2118.4,                          57.1965
                        33554432,                                8,                             8192,                                2,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          598.494,                           26.635
                        33554432,                                8,                             8192,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          1936.09,                          67.5523
                        33554432,                                8,                             8192,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          2139.14,                          55.5466
                        33554432,                                8,                             8192,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          561.816,                          21.2191
                        33554432,                                8,                             8192,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          1885.85,                          56.3571
                        33554432,                                8,                             8192,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          2109.74,                           29.338
                        33554432,                                8,                             8192,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          561.726,                          19.1487
                        33554432,                                8,                             8192,                                3,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          1877.09,                          69.3621
                        33554432,                                8,                             8192,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,            fixed size (lockfree),                          992.456,                          94.8605
                        33554432,                                8,                             8192,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          2122.19,                          54.5522
                        33554432,                                8,                             8192,                                3,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          574.641,                           15.179
                        33554432,                                8,                             8192,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          1922.21,                          29.2491
                        33554432,                                8,                             8192,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,            fixed size (lockfree),                          677.309,                          73.2555
                        33554432,                                8,                             8192,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          2117.57,                          49.8574
                        33554432,                                8,                             8192,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          560.217,                          19.8664
                        33554432,                                8,                             8192,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          1889.28,                          34.3908
                        33554432,                                8,                             8192,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,            fixed size (lockfree),                          680.343,                          70.8457
                        33554432,                                8,                             8192,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          2124.79,                          59.4516
                        33554432,                                8,                             8192,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          555.314,                          13.6414
                        33554432,                                8,                           131072,                                2,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          729.744,                          10.0196
                        33554432,                                8,                           131072,                                2,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          1007.63,                          21.7937
                        33554432,                                8,                           131072,                                2,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          1037.67,                          34.3614
                        33554432,                                8,                           131072,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          756.789,                          21.4675
                        33554432,                                8,                           131072,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          978.145,                           16.816
                        33554432,                                8,                           131072,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          1018.02,                           25.252
                        33554432,                                8,                           131072,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          720.957,                          18.8939
                        33554432,                                8,                           131072,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          986.889,                           24.357
                        33554432,                                8,                           131072,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                           1022.7,                          20.2211
                        33554432,                                8,                           131072,                                3,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          756.648,                          24.8498
                        33554432,                                8,                           131072,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,            fixed size (lockfree),                          835.793,                          13.1616
                        33554432,                                8,                           131072,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          1016.05,                           29.455
                        33554432,                                8,                           131072,                                3,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          1002.29,                          24.1211
                        33554432,                                8,                           131072,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          725.735,                          13.8817
                        33554432,                                8,                           131072,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,            fixed size (lockfree),                          699.405,                          37.1199
                        33554432,                                8,                           131072,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                           983.67,                          24.9943
                        33554432,                                8,                           131072,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          1005.13,                          31.1594
                        33554432,                                8,                           131072,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          721.817,                          18.2307
                        33554432,                                8,                           131072,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,            fixed size (lockfree),                          707.459,                          40.5796
                        33554432,                                8,                           131072,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          972.262,                          17.1563
                        33554432,                                8,                           131072,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          1019.42,                          28.2298
                        33554432,                               16,                               32,                                2,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          1138.62,                          21.8686
                        33554432,                               16,                               32,                                2,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          1426.25,                          19.9374
                        33554432,                               16,                               32,                                2,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          2105.12,                          53.6951
                        33554432,                               16,                               32,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                           1222.8,                          56.9102
                        33554432,                               16,                               32,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                           1434.9,                          37.6609
                        33554432,                               16,                               32,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          2139.81,                          43.4448
                        33554432,                               16,                               32,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          1202.67,                          28.5062
                        33554432,                               16,                               32,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                           1436.3,                          37.8277
                        33554432,                               16,                               32,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          2122.85,                          33.4184
                        33554432,                               16,                               32,                                3,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                           1197.1,                          29.4517
                        33554432,                               16,                               32,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,            fixed size (lockfree),                          1260.43,                          47.0066
                        33554432,                               16,                               32,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          1474.08,                          17.4917
                        33554432,                               16,                               32,                                3,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          2170.82,                          35.1411
                        33554432,                               16,                               32,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          1170.56,                          26.8162
                        33554432,                               16,                               32,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,            fixed size (lockfree),                          948.695,                           54.461
                        33554432,                               16,                               32,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          1429.61,                          35.6918
                        33554432,                               16,                               32,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          2117.94,                          25.7814
                        33554432,                               16,                               32,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          1169.33,                          18.5111
                        33554432,                               16,                               32,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,            fixed size (lockfree),                          950.721,                           59.268
                        33554432,                               16,                               32,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          1454.58,                          18.0388
                        33554432,                               16,                               32,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          2241.27,                          70.1875
                        33554432,                               16,                              512,                                2,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                           687.93,                          24.8548
